Name,X,Y,POP,NMV,SUM
Boreca,46.8375,16.14333,82,362,4
Zelimlje,45.91556,14.57139,416,362,5
Brezje pri Dovskem,46.03061,15.4479,103,362,6
Odrga,45.90083,15.0156,138,362,10
Spodnje Krase,46.28594,14.90815,153,362,15
Nizka,46.31492,14.9164,186,362,17
Gabrsko,46.1748,15.04814,359,362,28
Zaloze,46.29174,15.10052,401,363,2
Velika Stara Vas,45.97917,14.67472,137,363,4
Senicica,46.12152,14.41909,233,363,4
Srednji Lipovec,45.82016,14.99918,84,363,6
Zgornje Vrtice,46.66152,15.6173,71,363,10
Mala Vas pri Grosupljem,45.9325,14.6275,295,363,12
Trnovec,46.30758,14.92492,114,363,15
Laze,46.34157,15.1332,410,363,18
Meja,46.18812,14.37335,24,363,42
Spodnje Preloge,46.34488,15.40637,306,363,52
Brezje pri Lekmarju,46.19293,15.51484,55,364,2
Ponikve,45.79111,13.86611,119,364,3
Zerjavka,46.20449,14.40857,63,364,4
Jama,46.19861,14.39254,239,364,5
Osredek,46.17653,15.37517,76,364,6
Lobcek,45.93581,14.68875,140,364,6
Gorica,46.13782,14.72717,137,364,8
Stara Loka,46.17311,14.30041,830,364,11
Sveti Stefan,46.18625,15.49325,139,364,13
Varpolje,46.31541,14.90773,315,364,17
Sv. Bostjan,46.60333,15.05639,94,364,27
Zagrad,46.07427,15.10149,88,365,2
Zice,46.18044,14.64757,53,366,2
Spodnji Tustanj,46.13028,14.71968,125,366,2
Bitnja Vas,45.89854,15.12127,39,366,5
Srpenica,46.29167,13.49876,185,366,32
Radlje ob Dravi,46.61417,15.22639,2811,366,33
Spodnje Duplice,45.96259,14.68729,29,367,2
Gradisce pri Vojniku,46.28456,15.33688,51,367,2
Radanja Vas,45.97802,14.88389,54,367,3
Gornje Vreme,45.65359,14.05126,100,367,4
Verje,46.14699,14.41887,517,367,5
Primca Vas,45.81917,14.82917,78,367,6
Selo pri Moravcah,46.13652,14.69476,63,367,8
Jedlovnik,46.6483,15.58685,100,367,12
Bezina,46.36025,15.42661,536,367,16
Modrej,46.15925,13.75449,293,367,18
Prebacevo,46.21306,14.3975,495,367,33
Brezova Reber,45.68975,15.22189,40,368,4
Arnace,46.33694,15.12139,286,368,14
Radana Vas,46.36605,15.40402,145,368,15
Gabrk,46.13639,14.24944,108,368,38
Mirtovici,45.51319,14.78381,9,369,1
Vodisko,46.11152,15.23891,49,369,2
Zejno,45.86667,15.6,104,369,3
Jurkloster,46.09167,15.33667,86,369,5
Krasce,46.13558,14.71541,109,369,8
Sentjanz,46.31638,14.89692,237,369,17
Forme,46.19126,14.32076,144,369,18
Vinarje,46.37569,15.49953,245,369,21
Spodnji Brnik,46.22972,14.48639,430,369,28
Ravnje,45.7975,13.88528,48,370,2
Stegne,46.12986,14.69913,171,370,2
Klopce,45.78655,14.92879,5,370,4
Sobrace,45.99056,14.87667,60,370,4
Majcni,45.74452,13.93585,66,370,4
Gabrijele,45.98333,15.16667,227,370,9
Stari Trg ob Kolpi,45.49359,15.07719,97,370,10
Log nad Skofjo Loko,46.13167,14.23,203,370,19
Gortina,46.60583,15.12639,601,370,32
Sezana,45.70924,13.87333,5531,370,96
Rdeci Kal,45.9175,14.86167,42,371,2
Smaver,45.87135,15.02386,70,371,2
Zelezno,46.29375,15.19203,213,371,5
Binkelj,46.17481,14.2965,175,371,10
Topolsica,46.40028,15.02157,1294,371,38
Skedenj,46.30316,15.434,71,372,4
Famlje,45.66175,14.02122,147,372,4
Bakrc,45.80965,14.85162,12,372,6
Gabrovka,45.99951,14.98829,250,372,6
Malo Mlacevo,45.93076,14.66717,199,372,7
Skale,46.3756,15.10466,883,372,73
Kostanjek,46.00624,15.54603,116,373,3
Jeperjek,45.95543,15.24751,34,373,4
Plac,46.6615,15.60282,135,373,4
Voglje,46.21556,14.43861,668,373,4
Pivola,46.50247,15.62126,672,373,6
Dorfarje,46.1954,14.32293,209,373,18
Dolge Njive,46.53028,15.81306,135,373,23
Zabnica,46.19861,14.33306,332,373,25
Zgornja Velka,46.67528,15.76917,821,373,33
Crneca Vas,45.8285,15.45866,123,374,2
Dobrova,46.0458,14.39186,943,374,6
Voklo,46.21611,14.42306,507,374,8
Trate,46.69306,15.78639,287,374,23
Kot,45.94612,14.51972,114,375,1
Popetre,45.49972,13.855,120,375,2
Zdinja Vas,45.84596,15.16872,207,375,2
Kuretno,46.15881,15.20454,38,375,4
Zavratec,45.95992,15.33758,92,375,8
Dedni Vrh pri Vojniku,46.314,15.32162,19,375,25
Breg ob Savi,46.20614,14.38242,489,375,46
Boben,46.16077,15.08445,173,376,1
Vrhovlje,45.72861,13.82361,92,376,3
Gabrje,45.7825,15.27556,626,376,6
Mlinse,46.14616,14.88038,260,376,7
Lacja Vas,46.2986,14.9206,101,376,15
Koromaci-Boskini,45.46899,13.83406,31,377,7
Straza pri Oplotnici,46.38202,15.47126,78,377,8
Psenicna Polica,46.24357,14.4997,107,377,8
Oplotnica,46.38778,15.44667,1352,377,10
Polhov Gradec,46.06694,14.31611,617,377,12
Velike Kompolje,45.90677,14.82488,49,378,1
Skrblje,46.3295,15.74292,63,378,2
Sinji Vrh,45.45361,15.17028,75,378,2
Kalisovec,46.02886,15.42957,46,378,3
Lukovec,45.8375,13.815,42,378,6
Piresica,46.34473,15.16152,150,378,14
Grusovlje,46.31789,14.88118,72,378,17
Smartno ob Dreti,46.28389,14.89028,274,378,30
Vrhovlje,46.17869,14.66752,92,379,2
Dolenja Brezovica,45.94873,14.42918,51,379,10
Gornji Suhor pri Metliki,45.69323,15.27288,94,379,11
Kriz,46.20222,14.56639,498,379,26
Zikarce,46.51944,15.78111,342,380,10
Dobrije,46.55,14.98333,86,380,43
Spodnje Blato,45.95611,14.68835,162,381,1
Vrhpolje pri Moravcah,46.12607,14.70813,227,381,2
Zgornja Recica,46.17056,15.16361,419,381,4
Praprece,46.24132,14.92985,149,381,6
Gabernik,46.42609,15.59364,564,381,8
Paska Vas,46.33333,15.01667,225,381,13
Dobrna,46.3375,15.22639,548,381,18
Srednje Bitnje,46.21667,14.33333,579,381,18
Podlipa,46.00694,14.225,467,381,31
Trnje,46.17933,14.29318,74,382,1
Nova Gora,45.95049,15.40226,62,382,8
Visnja Gora,45.95389,14.74528,1000,382,22
Trbonje,46.60278,15.1075,235,382,36
Jezce,46.00011,14.88882,28,383,2
Predgrad,45.50778,15.0575,111,383,3
Ornuska Vas,45.88991,15.13129,50,383,6
Zazid,45.50194,13.93139,70,383,6
Klenovo,46.13544,15.17561,58,383,7
Selo pri Ihanu,46.10632,14.63098,292,383,10
Trnjava,46.17687,14.71517,242,383,11
Podnart,46.29523,14.25573,354,383,12
Moravce,46.13694,14.745,903,383,15
Mali Lipovec,45.81667,14.99611,64,384,2
Vidonci,46.81389,16.13611,317,384,20
Krkovo nad Faro,45.48392,14.89219,24,385,2
Selo pri Mirni,45.97417,15.02889,66,385,2
Stari Log,45.72333,14.91917,70,385,2
Podgorica pri Smarju,45.98338,14.6234,89,385,2
Zidani Most,46.08823,15.17284,284,385,2
Vrzdenec,46.02028,14.27083,503,385,4
Puscava,46.55,15.41667,73,385,33
Brnica,46.13763,15.10205,232,385,66
Kamnik,46.22587,14.61207,13644,385,337
Mladje,45.84666,15.47629,20,386,2
Studenec,45.96667,15.35,172,386,5
Drobinsko,46.18249,15.46337,41,386,7
Lasce,45.79056,14.94861,60,386,7
Brezovi Dol,45.82526,14.84636,169,386,8
Spodnje Loke,46.16768,14.76463,143,386,26
Zgornje Bitnje,46.22,14.33667,1480,386,50
Zece,46.355,15.395,246,386,88
Misji Dol,45.98842,14.89769,30,387,2
Avber,45.78083,13.87222,109,387,5
Vremski Britof,45.65713,14.03014,52,387,6
Vrhe,45.7525,15.24971,58,387,8
Nevlje,46.23112,14.62427,251,387,14
Dobeno,46.13333,14.53333,209,387,114
Kranj,46.23887,14.35561,36874,387,686
Tunjiska Mlaka,46.23412,14.58364,318,388,3
,46.15064,14.31186,630,388,4
Zirje,45.70833,13.91861,96,388,11
Glinje,46.23333,14.53333,111,389,1
Zagozdac,45.52389,15.06111,21,389,2
Replje,45.87672,14.92026,37,389,2
Bodrez,46.09458,13.65634,111,389,2
Draga,46.14783,14.35321,136,389,2
Dolenja Vas,46.12675,14.9888,460,389,11
Poljane nad Skofjo Loko,46.12099,14.18622,429,389,21
Volog,46.28289,14.87583,133,389,30
Sirci,45.46722,13.84674,48,390,7
Gornja Bitnja,45.60377,14.18893,50,390,9
Andraz nad Polzelo,46.325,15.0925,828,390,9
Vrhpolje pri Kamniku,46.23333,14.63333,737,390,14
Poklek pri Podsredi,46.02931,15.56604,102,390,15
Semnik,46.14472,14.93583,229,390,22
Kladje,46.1363,15.27859,34,391,2
Zebnik,46.06029,15.14621,151,391,2
Spitalic pri Slov. Konjicah,46.30898,15.40767,14,391,4
Velenje,46.35917,15.11028,25456,391,207
Strmec pri Sv. Florijanu,46.2644,15.69867,149,392,1
Rdeci Kal,45.85588,15.01621,86,392,2
Zajcji Vrh pri Stopicah,45.77153,15.24173,91,392,4
Cikava,45.89567,15.17747,37,392,5
Bukovje pri Slivnici,46.16467,15.45069,160,392,5
Lukini,45.47466,13.89522,60,392,6
Zgornje Loke,46.17234,14.78163,93,392,10
Brezova Reber pri Dvoru,45.81667,15.05,41,393,1
Skofce,46.11196,15.25153,33,393,2
Volcji Potok,46.2,14.61667,381,393,2
Dalnje Njive,45.43423,15.15656,21,393,4
Jelovo,46.07343,15.15203,143,393,4
,46.13435,14.39542,535,393,4
Martinje,46.84944,16.15056,119,393,5
Gubno,46.11667,15.51667,176,394,2
Vodule,46.282,15.41168,106,394,6
Lipa,45.84972,13.70333,94,394,9
Posavec,46.3109,14.24051,387,394,18
Spodnja Slivnica,45.92442,14.6575,544,395,2
Vrhovlje pri Kojskem,46.02444,13.57528,113,395,3
Lipni Dol,46.10837,15.29236,36,396,2
Lanisce,45.99028,14.57972,231,396,2
Rova,46.18333,14.63333,466,396,2
Pesnica,46.6385,15.5582,153,396,3
Zaklanec,46.02867,14.318,213,396,3
Kraberk,46.29809,15.44878,73,396,4
Polana,46.48295,15.60782,227,396,11
Malo Hudo,45.94245,14.78819,166,396,21
Migolska Gora,45.96337,15.03296,27,397,2
Bosljiva Loka,45.51611,14.76611,29,397,3
Matavun,45.6625,13.99167,57,397,3
Zgornja Dobrava,46.13587,14.77761,52,397,7
Gaberke,46.39715,15.07903,684,397,55
Vic,46.6,15,241,398,2
Zavrhek,45.64806,14.01972,48,398,8
Merce,45.70028,13.90028,125,398,11
Locica pri Vranskem,46.22611,14.94861,169,399,23
Draga pri Sinjem Vrhu,45.43974,15.17271,15,400,2
Temnica,45.84667,13.6775,153,400,11
Recica,45.57089,14.22435,88,400,33
Janzeva Gora,46.55475,15.47443,454,400,40
Valicna Vas,45.86518,14.87201,75,401,2
Dolz,45.76111,15.25167,331,401,4
Jeranovo,46.23981,14.60777,94,401,7
Sarsko,45.93813,14.55638,58,401,10
Zminec,46.15,14.28333,464,401,57
Tinjska Gora,46.4,15.5,277,402,4
Spodnja Dobrava,46.13177,14.77235,30,402,7
Ponikva pri Zalcu,46.31222,15.14194,373,402,10
Otiski Vrh,46.57389,15.03278,869,402,41
Orle,46.0125,14.57611,213,403,1
Crnotice,45.555,13.89611,89,403,6
Gorenja Vas,46.10722,14.14806,1192,403,22
Kokrica,46.27028,14.36111,1646,403,42
Pamece,46.53417,15.07917,1333,403,54
Deskova Vas,45.49848,15.07049,24,404,2
Rakovica,46.24821,14.32219,91,404,3
Bezenskovo Bukovje,46.32757,15.32927,93,404,3
Brise pri Polhovem Gradcu,46.05,14.3,165,404,4
Drozanje,46.02829,15.3109,136,404,6
Mevce,45.915,14.7775,29,405,1
Zarecica,45.55889,14.22667,125,405,1
Smihel,46.15851,15.2238,48,405,2
Pilstanj,46.10056,15.52583,124,405,5
Cermozise,46.26822,15.77216,283,405,5
Praprotna Polica,46.24759,14.44994,189,405,6
Cesnjevek,46.26048,14.46768,149,405,7
Belovo,46.14499,15.16323,196,405,7
Lipica,45.66722,13.8825,67,405,9
Povir,45.69861,13.93611,330,405,11
Lokovina,46.33338,15.20816,275,406,6
Hrast pri Jugorju,45.69233,15.25505,103,406,21
Marno,46.14139,15.13693,201,406,32
Jesenje,46.10134,14.80617,110,407,2
Log pri Polhovem Gradcu,46.07512,14.36211,14,407,4
Grobelce,46.18744,15.47575,194,407,5
Grmada,45.9,14.98528,29,408,2
Goricane,46.13936,14.3936,516,408,2
Veliki Trn,45.96753,15.39516,47,408,3
Spodnje Tinsko,46.16667,15.55,62,408,7
Radmirje,46.33,14.85111,475,408,12
Sencur,46.24556,14.41972,3152,408,26
Naklo,46.27278,14.31722,1716,408,146
Drazevnik,46.04612,14.41887,122,409,10
Kavce,46.34538,15.10242,489,409,15
Ilovka,46.26514,14.36975,66,409,18
Cerklje na Gorenjskem,46.25417,14.48861,1608,409,26
Podgorje,46.21667,14.58333,993,409,36
Prevalje,46.54694,14.92083,4643,409,84
Slovenj Gradec,46.51028,15.08056,7519,409,86
Zgornja Selnica,46.55896,15.49599,428,410,2
Golek,45.96113,15.45228,105,411,4
Malkovec,45.95061,15.21115,152,411,4
,46.25121,14.43308,490,411,6
Drtija,46.13333,14.76667,198,411,7
Topolc,45.58361,14.21667,339,411,9
Vir pri Sticni,45.9525,14.81778,454,411,11
Okroglo,46.26213,14.31423,155,412,1
Kosise,46.23912,14.59379,171,412,2
Galicija,46.29917,15.19556,625,412,2
Stari Dvor,46.06866,15.13621,84,412,4
Grize,45.75583,13.94361,49,412,8
Pristova,46.32361,15.21862,118,412,8
Pecovnik,46.20107,15.26384,272,412,19
Jelenja Vas,45.51667,15.05,23,413,1
Sad,45.91276,14.86957,46,413,2
Sela pri Hinjah,45.79667,14.88944,52,413,2
Pecice,45.98398,15.02535,26,413,3
Gradisce,45.98259,14.69111,42,413,4
Dobrava,46.05464,15.17176,61,413,4
Stari Trg,46.5,15.06667,629,413,7
Blagovica,46.17694,14.80722,123,413,25
Ravne na Koroskem,46.54306,14.96917,6979,413,45
Dobja Vas,46.54326,14.94261,700,413,56
Spodnje Prebukovje,46.41667,15.56667,147,414,2
Bevce,46.35636,15.14384,322,414,39
Paka,45.78027,14.77134,34,415,1
Gorce,46.62169,14.96168,138,415,2
Bobovek,46.27411,14.36466,139,415,2
Stare Slemene,46.30987,15.3968,116,415,4
Srednja Kanomlja,46.01667,13.98333,170,415,4
Belvedur,45.46278,13.82361,3,415,9
Britof,46.26024,14.39037,1908,415,18
Grintovec pri Osilnici,45.52028,14.75417,23,416,2
Planjsko,46.31593,15.775,47,416,2
Tribej,46.60038,14.97719,101,416,2
Kotredez,46.15804,14.99641,191,416,4
Trata pri Velesovem,46.26505,14.4593,122,416,7
Ceplje,45.536,15.0508,23,417,2
Ljubgojna,46.02242,14.28448,161,417,2
Mirna Vas,45.8927,15.1983,58,417,4
Visnje,45.80535,14.83505,92,417,6
Kolenca Vas,45.78695,14.76701,48,417,9
Zgornje Stranje,46.25,14.6,424,417,17
Bocna,46.28944,14.855,621,417,26
Bukovica,46.2,14.25,178,417,28
Strahinj,46.28333,14.31667,765,417,40
Pungert,46.15223,14.33175,147,418,2
Spodnja Besnica,46.25749,14.30572,905,418,2
Dolnja Bitnja,45.61028,14.18444,81,418,15
Dolnji Ajdovec,45.83279,15.02478,64,419,1
Tatinec,46.28333,14.36667,64,419,2
Trnovec,46.03751,15.38124,130,419,3
Jelce,46.1492,15.43768,111,419,7
Juvanje,46.33739,14.8574,144,419,19
Studence,46.30874,15.16275,600,419,20
Koseze,45.55028,14.24361,343,419,97
Srobotnik ob Kolpi,45.50747,14.80047,1,420,2
Dobropolje,45.56639,14.2175,70,420,13
Spodnje Stranje,46.24798,14.59974,265,420,17
Mala Bukovica,45.53167,14.24111,162,420,25
Pristava pri Lesicnem,46.12796,15.53356,40,421,2
Gorenje pri Divaci,45.69167,13.94472,128,421,11
Hrastje,46.14902,15.46956,136,421,12
Sticna,45.96056,14.81028,799,421,16
Melise,46.31731,14.86297,49,421,17
Trpcane,45.52694,14.31694,140,421,20
Lovrenc na Pohorju,46.54056,15.39306,1977,421,35
Drecji Vrh,45.92099,15.17166,80,422,4
Zavrh pod Smarno Goro,46.13333,14.46667,217,422,4
Slancji Vrh,45.95027,15.23201,45,423,2
Cuznja Vas,45.91287,15.20019,110,423,4
Vojsko,46.03798,15.5492,82,423,7
Vrbovo,45.55222,14.27556,295,423,7
Zgornji Prhovec,46.16474,14.9267,75,423,15
Zrece,46.38222,15.37917,2935,423,53
Matke,46.20841,15.11614,356,424,1
Gostinca,46.13342,15.53814,81,424,3
Ravnica,45.98167,13.69833,242,424,6
Vodice pri Slivnici,46.16857,15.4138,26,424,9
Podhruska,46.2243,14.67085,62,424,14
Hohovica,46.00984,14.96087,25,425,1
Naklo,45.6562,13.99592,58,425,3
Dobje pri Lesicnem,46.11667,15.46667,81,425,6
Straska Gorca,46.11422,15.48836,86,426,1
Kostrivnica,46.15738,15.38937,191,426,4
Praproce,45.53139,13.91694,27,426,6
Jablanica,45.54139,14.29361,148,426,7
Mekinje,46.23333,14.61667,1582,426,7
Ratje,45.78167,14.86556,33,427,2
Podlipovica,46.15622,14.91408,476,427,9
Gradisce pri Divaci,45.68052,14.00461,18,428,1
Zdole,46.09056,15.55198,135,428,5
Tenetise,46.29806,14.35056,397,428,22
Soteska,45.78522,15.02257,165,428,30
Strmica,45.95631,14.23976,142,428,40
Polica,46.26916,14.33129,112,428,88
Colnisce,46.11667,14.96667,256,430,2
Milje,46.26748,14.40599,394,430,9
Srednja Vas-Poljane,46.11573,14.16034,93,430,17
Dole,45.70139,15.25556,38,430,20
Loke v Tuhinju,46.22289,14.69108,217,430,28
Ljubno ob Savinji,46.34358,14.83377,1104,430,38
Krivica,46.12412,15.49458,164,431,3
Mali Trn,45.96152,15.40554,43,431,4
Lozec,45.52694,14.74388,22,432,2
Mala Dobrava,45.9525,14.7825,35,432,2
Gorenja Dobrava,46.09084,14.15493,136,432,4
Luze,46.26667,14.43333,326,432,7
Kompolje,45.81639,14.71528,494,432,22
Vidrga,46.13404,14.85863,109,433,4
Lipa,45.78389,14.77528,75,433,8
Dolenje Karteljevo,45.86667,15.15,116,433,13
Dane pri Divaci,45.65222,13.98333,62,434,1
Libelice,46.62,14.94972,205,434,3
Vimolj,45.51674,14.87378,2,434,4
Polica,45.98197,14.70498,720,434,8
Potok,46.21953,14.6968,71,434,14
Selo pri Bledu,46.35096,14.10673,213,434,18
Lipnica,46.30512,14.21154,53,434,19
Vine,46.14471,14.98664,25,434,26
Gornji Grad,46.29528,14.80833,1048,434,31
Podkraj pri Velenju,46.3525,15.08917,764,434,71
Osredek pri Zrecah,46.36709,15.38193,121,434,85
Pescenik,45.9519,14.72744,74,435,2
Razpotje,46.14373,14.90644,26,435,9
Zarecje,45.57361,14.21028,147,436,4
Nova Susica,45.65167,14.14722,102,437,2
Kalce,45.96053,15.41932,36,437,4
Vir pri Nevljah,46.22803,14.6628,29,437,14
Smrjene,45.9375,14.59194,732,437,18
Bruhanja Vas,45.83091,14.71944,121,438,1
Topolovo,46.10485,15.48693,45,438,2
Smihel,45.65403,14.16862,108,438,2
Visoko,46.27111,14.41806,877,438,10
Zdenska Vas,45.85611,14.70528,234,438,12
Spodnja Kanomlja,46.03606,14.00463,258,438,12
Divaca,45.68472,13.97028,1357,438,32
Zeje,46.29278,14.29111,95,438,75
Podbreze,45.72641,13.93494,35,439,1
Dolnji Zemon,45.54806,14.26611,508,439,3
Velesovo,46.26891,14.45122,395,439,7
Videm,45.85,14.69417,577,439,19
Podklanc,46.57268,15.01677,153,439,44
Smartno pri Slovenj Gradcu,46.48944,15.10667,1250,439,70
Mala Pristava,45.65,14.16333,67,440,2
Psevo,46.23333,14.31667,73,440,2
Hotemaze,46.28109,14.42091,512,440,9
Mala Vas,45.85161,14.70898,141,441,1
Radna Vas,45.90006,15.1086,36,441,3
Zvirce,45.78389,14.82556,125,441,5
Podgorje,46.47194,15.08361,946,442,4
Podkraj,46.32738,15.1502,209,442,11
Smartno,46.25,14.51667,151,442,16
Gostece,46.14834,14.34147,85,443,2
Gorice pri Famljah,45.66829,14.01263,34,443,4
Vrh pri Bostanju,46.0043,15.24984,200,443,5
Roje pri Trebelnem,45.88017,15.17999,47,443,6
Log pri Mlinsah,46.13454,14.8683,42,443,9
Letenice,46.31667,14.33333,115,443,10
Negastrn,46.15781,14.74609,87,443,26
Podvelka,46.58694,15.33056,343,443,37
Cesta,45.86194,14.68861,273,444,10
Brezno,46.59556,15.32,466,444,18
Zalci,45.54674,14.18205,18,444,20
Zupanje njive,46.2697,14.60431,312,444,24
Log pri Brezovici,46.01667,14.36667,1634,444,25
Spodnje Duplje,46.3,14.3,512,445,1
Buje,45.655,14.0875,47,445,4
Stara Susica,45.65167,14.13306,51,445,6
Zgornji Kozji Vrh,46.59753,15.27407,143,445,16
Podbrezje,46.3,14.28333,788,445,31
Planinca,46.17542,15.38926,52,446,6
Godic,46.25684,14.60969,689,446,7
Srednja Vas,45.66417,15.10861,67,446,11
Savina,46.35,14.81667,206,446,24
Laze,45.86028,14.26528,305,447,6
Dolenja Vas,46.21667,14.23333,422,447,9
Merece,45.60359,14.21176,62,447,13
Kotlje,46.52139,14.98694,1026,447,14
Zazar,46.00917,14.25806,169,448,6
Ravne,46.41413,15.06087,1092,448,6
Brdce,46.14639,15.15083,310,448,7
Medija,46.16006,14.85402,53,449,5
Konjiska Vas,46.32103,15.44645,225,449,8
Petrinje,45.57111,13.90194,39,449,30
Velika Pristava,45.65694,14.18528,57,450,2
Dobrova pri Dravogradu,46.57855,15.0103,155,450,2
Podgorica,45.84467,14.70326,59,450,12
Olsevek,46.28333,14.43333,343,450,12
Zgornje Duplje,46.30725,14.29119,517,450,24
Spodnja Bela,46.29175,14.38225,99,451,5
Podreber,46.06402,14.33009,150,451,8
Gracic,46.37009,15.41523,65,451,16
Lokovica,46.35944,15.05194,906,451,51
Rapljevo,45.76278,14.78944,69,452,1
Stranice,46.36361,15.36528,192,452,11
Poljana,46.54528,14.87306,128,452,34
Neverke,45.66583,14.13583,111,453,5
Brezovica pri Gradinu,45.45111,13.855,61,453,9
Lokev,45.66111,13.92806,780,453,10
Vitanje,46.38167,15.29583,865,453,18
Razpotje,46.01305,13.98075,67,454,2
Dolnje Lezece,45.6775,13.98,227,454,4
Brezovica pri Ljubljani,46.03333,14.4,2862,454,12
Pregara,45.44389,13.87028,153,454,27
Spodnje Brezovo,45.96028,14.72222,145,455,3
Donacka Gora,46.25832,15.7346,181,455,4
Koritno,46.35883,14.13565,234,455,6
Vrbica,45.54682,14.28825,164,455,7
Levpa,46.09083,13.70333,188,455,10
Cetez pri Strugah,45.79778,14.75083,61,456,8
Vrh pri Fari,45.49139,14.89917,25,457,4
Podgorica pri Pecah,46.13897,14.82272,56,457,8
Postaja,46.14038,13.75936,115,457,29
Dobro Polje,46.32118,14.22598,137,458,18
Planina pri Sevnici,46.11139,15.40944,378,458,23
Zgornji Hotic,46.1,14.81667,252,459,3
Tomaska Vas,46.48072,15.12443,135,460,39
Bovec,46.33808,13.55245,1631,460,44
Jasen,45.55972,14.26372,262,461,7
Senadolice,45.73161,13.95953,11,461,8
Cilpah,45.90179,15.13221,43,461,8
Praprotno,46.2,14.26667,127,461,9
Dolga Vas,45.61694,14.88472,829,461,10
Krasnja,46.16667,14.73333,354,461,11
Hrastovec,46.38591,15.12032,352,461,12
Liplje,45.84306,14.2525,20,461,51
Dolenja Dobrava,46.10085,14.15748,198,462,2
Laze pri Dolskem,46.08333,14.7,247,462,6
Visole,46.40353,15.52757,539,462,10
Podgora,45.82639,14.70111,123,462,12
Podgora,46.1,14.11667,178,462,17
Smrje,45.59452,14.18695,119,463,1
Mekinje nad Sticno,45.96389,14.81306,186,463,1
Vrhe,46.53333,15.03333,327,463,3
Crmosnjice,45.68333,15.1,136,463,12
Trckov Gric,45.98903,14.23804,43,463,13
Gobovce,46.2967,14.26472,52,463,18
Podgorje pri Letusu,46.31706,15.00828,68,463,22
Suhadol,46.3039,15.4636,68,464,4
Pangrsica,46.31056,14.3603,79,465,6
Ponikve,45.86,14.65306,490,465,14
Dobje,46.12032,14.17128,89,465,17
Navrski Vrh,46.53333,14.96667,62,466,3
Zgornja Besnica,46.26667,14.28333,789,466,5
Rifnik,46.20024,15.40494,161,466,7
Florjan,46.3932,15.00912,836,466,9
Livold,45.61167,14.89167,483,466,10
Smartno v Tuhinju,46.21667,14.73333,218,466,12
Zagorica nad Kamnikom,46.26102,14.59888,159,466,24
Zablje,46.30658,14.3836,33,467,3
Smuka,45.76083,14.92889,59,467,6
Hotavlje,46.11222,14.11861,396,467,17
Krizevec,46.36348,15.37385,314,467,37
Kal,45.66833,14.16611,340,468,2
Sklendrovec,46.09907,15.01131,164,468,3
Cinzat,46.53333,15.43333,167,468,4
Podpulfrca,46.15815,14.29533,39,468,8
Crni Potok pri Kocevju,45.59111,14.8975,141,469,2
Trebnja Gorica,45.89609,14.76268,76,469,4
Selca,46.22444,14.20556,666,469,6
Slovenska Vas,45.66833,14.82611,251,469,7
Breg pri Kocevju,45.65922,14.84141,371,469,9
Spodnji Slemen,46.56667,15.53306,641,469,16
Otalez,46.08333,13.98333,146,469,18
Selo,45.80244,13.89602,21,470,2
Laze nad Krko,45.86361,14.79361,34,470,2
Zgornja Slivnica,45.98406,14.64226,104,470,2
Zadraga,46.31642,14.28976,88,470,24
Podgorje,46.36028,15.075,164,470,141
Zgornja Lusa,46.18333,14.21667,101,471,2
Colnarji,45.49846,14.89308,14,471,4
Mahovnik,45.65028,14.84833,336,471,9
Soteska,46.22867,14.64931,332,471,14
Kocevje,45.64333,14.86333,8672,471,20
Salka Vas,45.65333,14.8825,758,472,2
Drusce,45.96667,15.26667,61,472,4
Laze pri Bostanju,45.99084,15.27373,33,472,11
Kuzeljevec,45.85537,14.80849,39,472,12
Bojanja Vas,45.7,15.33333,104,473,2
Prem,45.60479,14.18344,156,473,2
Zeljne,45.65861,14.88639,555,473,2
Predole,45.90399,14.67049,85,473,7
Lancovo,46.33333,14.16667,452,473,12
Rifengozd,46.19071,15.24891,161,473,13
Buc,46.21918,14.71953,178,473,24
Logatec,45.91444,14.22583,8942,473,108
Vimolj pri Predgradu,45.54276,15.03738,19,474,2
Repce,45.98583,14.63083,70,474,2
Gradin,45.45667,13.84694,73,474,6
Breg ob Kokri,46.3,14.41667,108,474,12
Fost,46.40259,15.49245,81,475,4
Gornji Ajdovec,45.82402,15.01743,42,476,2
Cadovlje,46.30658,14.37463,97,476,5
Brce,45.57417,14.19139,28,476,7
Hrib,46.30195,14.42878,70,476,9
Podolnica,46.03333,14.33333,207,477,3
Hocevje,45.87028,14.75611,147,477,4
Dolnje Lozine,45.68722,14.81111,151,477,7
Srednja Bela,46.29343,14.39758,305,477,7
Gorice,46.31667,14.35,362,477,12
Podgraje,45.52556,14.34611,254,477,15
Prevole,45.77333,14.86083,79,478,5
Kal-Koritnica,46.3375,13.58417,151,478,6
Nove Lozine,45.68361,14.81583,44,478,7
Senadole,45.72028,13.98667,72,478,8
Troscine,45.99833,14.70917,35,479,2
Stara Cerkev,45.67218,14.83975,309,479,9
Breg ob Bistrici,46.32513,14.28873,69,479,21
Turiska Vas,46.47015,15.13242,148,479,27
Ziri,46.04222,14.10722,3588,479,49
Leskovca,46.13692,15.29439,85,480,2
Podstenje,45.59879,14.22026,74,480,3
Zgornje Koseze,46.14944,14.80139,90,480,4
Prigorica,45.71194,14.7525,438,480,7
Jazbin Vrh,46.16798,15.37369,40,480,12
Mezica,46.52139,14.85444,3254,480,56
Pluznje,46.08566,13.98058,129,481,4
