Name,X,Y,POP,NMV,SUM
Malija,45.50528,13.63833,483,225,2
Jurovci,46.36667,15.86667,174,225,5
Ormoz,46.41139,16.15444,2174,225,12
Brezovica na Bizeljskem,45.9987,15.68854,99,225,25
Spodnji Kocjan,46.61004,16.03705,63,226,2
Stogovci,46.69694,15.84611,143,226,2
Velike Malence,45.88176,15.56571,283,226,3
Prilipe,45.87468,15.62394,93,226,4
Strjanci,46.44361,16.05572,79,226,5
Jarcji Vrh,45.93208,15.32621,39,226,8
,46.43289,15.82614,628,226,8
Spodnja Senarska,46.55,15.88333,125,226,9
Spodnja Scavnica,46.65013,15.9196,405,226,17
Lozice,45.7825,13.99778,195,226,24
Lasko,46.15463,15.23555,3456,226,25
Tuncovec,46.23983,15.66925,142,227,2
Zelezniki,45.67192,15.37783,26,227,4
Marindol,45.50502,15.33322,95,227,7
Sela na Krasu,45.82139,13.61639,157,227,8
Spodnje Verjane,46.55,15.9,26,227,9
Podgric,45.78944,13.995,53,227,23
Skorba,46.41667,15.83333,364,227,31
Potok,45.47533,14.87455,75,228,2
Trzisce,46.23111,15.65111,175,228,2
Korovci,46.73083,16.00472,181,228,2
Slovenja Vas,46.45,15.8,546,228,2
Brezovci,46.44938,16.00295,96,228,4
Pordasinci,46.73333,16.33333,44,228,5
Sela,46.38163,15.82945,194,228,6
Orehovci,46.64418,16.00058,70,228,8
Spodnji Kljucarovci,46.4511,16.11115,134,228,11
Stara Bucka,45.91632,15.30685,95,228,12
Arnovo Selo,45.96059,15.57106,302,228,15
Mestinje,46.23778,15.56333,343,228,19
Velika Dolina,45.85,15.66667,149,229,1
Marija Gradec,46.14511,15.24327,256,229,2
Spodnje Pijavsko,45.98427,15.44806,20,229,4
Sevce,46.13917,15.1938,77,229,5
Zgornje Tinsko,46.17056,15.5375,142,229,7
Ajba,46.105,13.64611,74,229,11
Gornji Kljucarovci,46.46278,16.10262,100,229,12
Barislovci,46.37164,15.83333,129,229,17
Pijavice,45.96879,15.16282,61,229,38
Sveti Jurij,46.79672,16.03365,484,230,4
Drazenci,46.38333,15.85,529,230,6
Korita na Krasu,45.83406,13.61383,44,230,8
Lancova Vas,46.37111,15.85639,555,230,9
Levanjci,46.48528,15.9125,140,230,10
Jagoce,46.16812,15.23786,141,230,13
Dolenje Laknice,45.92811,15.20925,56,230,17
Cresnjevci,46.65472,15.99583,817,230,20
Sv. Ema,46.17768,15.60553,195,230,31
Brezovec pri Rogatcu,46.23413,15.68293,52,231,4
Rogasovci,46.8,16.03333,254,231,4
Podlehnik,46.33528,15.88,388,231,6
Deseca Vas,45.84889,14.89806,76,231,19
Podvinci,46.4325,15.91667,852,231,44
Domajinci,46.74139,16.05056,248,232,4
Setarova,46.55389,15.8325,65,232,7
Gornji Crnci,46.74028,16.02778,144,232,10
Zenkovci,46.73167,16.08611,371,232,10
Cogetinci,46.58111,15.96222,270,232,12
Zgornja Hajdina,46.40611,15.83861,858,232,13
Prosenjakovci,46.74083,16.3175,178,232,18
Gorenje Kamence,45.83333,15.15,155,232,41
Perisce,45.8473,15.66408,16,233,2
Drasici,45.66667,15.36667,224,233,2
Dolenje Vrhpolje,45.82177,15.33566,139,233,4
Orehovica,45.81667,15.31667,226,233,4
Gocova,46.55,15.86667,247,233,4
Beznovci,46.73222,16.07167,169,233,10
Gerecja Vas,46.43333,15.81667,566,233,12
Starihov Vrh,45.62997,15.17307,21,233,14
Zuzemberk,45.83389,14.92917,1053,233,37
Loke,45.94946,15.46485,82,234,4
Hodos,46.82333,16.33417,228,234,4
Sovice,46.35299,15.94351,110,234,8
Log,45.99652,15.32508,317,234,10
Kozarsce,46.15998,13.72238,92,234,11
Senovo,46.02361,15.47694,2343,234,70
Svrzaki,45.66164,15.32472,112,235,4
Jursinci,46.48472,15.97139,314,235,7
Oceslavci,46.60665,16.00245,159,235,8
Jastrebci,46.44944,16.25639,149,235,12
Hlaponci,46.46472,15.98028,272,235,16
Puscava,45.95671,15.12398,130,235,18
Apace,46.37694,15.8025,802,235,28
Lomanose,46.67083,15.94972,265,235,32
Kamnje,45.89972,13.83333,190,236,1
Pleterje,45.96667,15.53333,174,236,2
Njiverce,46.40367,15.80675,682,236,2
Staro Selo,46.24677,13.53156,142,236,4
Pleterje,46.38333,15.75,238,236,6
Rosnja,46.47861,15.74639,426,236,6
Mirna Pec,45.86028,15.08333,990,236,9
Lovrenc na Dravskem Polju,46.37361,15.77917,664,236,14
Zamarkova,46.57189,15.78976,78,236,21
Spodnji Duplek,46.50306,15.74528,1429,236,34
Spodnji Log,46.08444,14.89222,235,237,3
Ravni,45.94167,15.40523,63,237,4
Popovci,46.35896,15.84859,132,237,5
Zupecja Vas,46.37405,15.76643,259,237,6
Rogaska Slatina,46.2375,15.63972,5111,237,8
Preloge pri Smarju,46.23333,15.55,127,237,11
Zgornja Senarska,46.56528,15.87361,118,237,19
Ptuj,46.42005,15.87018,18164,237,172
Budganja Vas,45.83389,14.90778,100,238,2
Domanjsevci,46.78167,16.30611,278,238,5
Mihovce,46.38333,15.73333,209,238,6
Vuzmetinci,46.46516,16.22927,150,238,7
Trebnji Vrh,45.63492,15.16846,13,238,9
Osek,46.58333,15.9,373,238,12
Cresnjevec ob Bistrici,46.05725,15.63196,81,238,15
Gabrnik,46.47306,15.95333,274,238,15
Zelezne Dveri,46.49881,16.19424,49,239,7
Zlatolicje,46.45556,15.79111,768,239,8
Vitna Vas,45.99384,15.67293,56,239,9
Koracice,46.49073,16.08419,186,239,10
Mocna,46.56667,15.76667,275,239,13
Smarje pri Jelsah,46.22722,15.51917,1779,239,13
Dobrnic,45.875,14.98,97,239,14
Bucka,45.93333,15.31667,113,239,16
Dolnji Slaveci,46.78333,16.06667,425,239,29
Kidricevo,46.40361,15.79111,1253,239,49
Trnovci,46.50222,16.04222,152,240,1
Smarje,45.84917,13.85333,186,240,1
Vidanovci,46.50723,16.11622,56,240,3
Dragonja Vas,46.38806,15.7275,187,240,6
Starse,46.46583,15.76722,803,240,6
Pristava,46.33835,15.9781,192,240,8
Zagorica pri Dobrnicu,45.86639,14.97194,64,240,10
Most na Soci,46.14694,13.73889,434,240,20
Cirkulane,46.34408,15.99472,434,240,35
Celje,46.23092,15.26044,37520,240,590
Mahnici,45.77974,13.90269,12,241,1
Lahonci,46.47975,16.1282,355,241,2
Turski Vrh,46.35543,16.05759,419,241,5
Kojsko,46.00917,13.57972,276,241,7
Lastomerci,46.63554,15.95004,122,241,8
Bis,46.5275,15.88694,329,241,8
Serdica,46.81903,16.03034,532,241,8
Malenska Vas,45.84874,15.0891,69,241,9
Rogatec,46.22944,15.70028,1558,241,13
Kungota pri Ptuju,46.42361,15.79056,394,241,19
Medlog,46.24577,15.22466,281,241,49
Paricjak,46.62353,16.0393,232,242,2
Vitan,46.4413,16.2377,92,242,5
Spodnji Velovlek,46.46667,15.91667,212,242,6
Motovilci,46.77639,16.06639,273,242,6
Zabukovje pri Raki,45.93511,15.35559,58,242,8
Spodnja Volicina,46.54444,15.815,679,242,9
Zgornje Jablane,46.39535,15.70953,185,242,14
Benedikt,46.60861,15.88833,955,242,26
Vurberk,46.48562,15.78586,452,242,65
Brezje pri Podplatu,46.2537,15.5743,63,243,2
Loka,46.48861,15.73083,287,243,6
Sikole,46.405,15.70306,323,243,6
Prepolje,46.44417,15.76389,538,243,20
Bukovzlak,46.23333,15.3,354,243,78
Vicanci,46.44593,16.08273,248,244,2
Stogovci,46.34322,15.75414,236,244,3
Podplat,46.24611,15.57639,111,244,7
Breg,46.33972,15.73722,340,244,9
Zagorje ob Savi,46.13179,14.99694,6439,244,28
Crnice,45.91056,13.77667,426,244,33
Levec,46.24278,15.21944,437,244,39
Slovenska Vas,45.95534,15.09164,549,245,1
Strazgonjca,46.4,15.68333,193,245,2
Presa,46.33028,15.725,86,245,3
Hrastje,45.81127,15.29981,117,245,4
Krcevina,46.43301,16.20914,66,245,5
Zgornji Kamenscak,46.51123,16.1377,104,245,6
Dobrava,46.41783,16.14372,126,245,7
Bircna Vas,45.74559,15.14462,379,245,8
Zrkovci,46.54778,15.7075,629,245,12
Miklavz pri Ormozu,46.46,16.21361,256,246,4
Martinja Vas pri Mokronogu,45.95,15.13333,127,246,6
Breg pri Litiji,46.06417,14.85333,225,246,6
Leskovec,46.38333,15.63333,561,246,8
Trnice,46.45091,15.74869,437,246,10
Sared,45.51122,13.65377,587,246,18
Dogose,46.52306,15.70667,763,246,27
Trnovlje pri Celju,46.25667,15.29528,1234,246,36
Spodnje Partinje,46.57898,15.78275,134,247,1
Gaj,46.40538,15.67255,653,247,2
Brunsvik,46.43333,15.73333,418,247,5
Dobrava,45.85667,14.96806,74,247,10
Zakl,46.3225,15.87556,212,247,10
Brezje,46.56386,16.00375,36,247,13
Trnovska Vas,46.52019,15.88657,367,247,13
Hranjigovci,46.47578,16.1015,93,247,15
Brengova,46.56667,15.91667,270,247,20
Smarjeta pri Celju,46.26195,15.28304,219,247,203
Vrhovska Vas,45.85983,15.5157,57,248,2
Spodnja Gorica,46.41889,15.69222,251,248,4
Medribnik,46.32299,16.00515,144,248,5
Blatno,45.984,15.62278,156,248,6
Sodinci,46.43222,16.08861,286,248,6
Straza,45.96069,15.07859,113,248,7
Leskovec,46.25,15.31667,188,248,8
Janezovci,46.47,15.88222,105,248,9
Buckovci,46.53333,16.05,119,248,13
Pernica,46.58,15.72778,416,248,13
Salovci,46.825,16.29806,426,248,24
Litija,46.05861,14.8225,6467,248,24
Lopata,46.26031,15.22936,619,248,28
Dresinja Vas,46.2514,15.20611,240,248,39
Smihel pri Zuzemberku,45.85028,14.88472,116,249,1
Bodkovci,46.49245,16.00216,124,249,1
Zacret,46.24678,15.316,341,249,4
Rakovnik pri Sentrupertu,45.96094,15.09161,120,249,7
Smartno pri Litiji,46.04444,14.84417,1444,249,21
Marjeta na Dravskem Polju,46.4525,15.73694,486,249,22
Skofja Vas,46.26792,15.29117,485,249,39
Petrovce,46.24167,15.19,973,249,58
Tibolci,46.43167,16.00333,205,250,1
Kasaze,46.23333,15.2,842,250,1
Kraska Vas,45.86564,15.55643,32,250,2
Kosovelje,45.78694,13.79694,41,250,2
Hrastovec v Slov. Goricah,46.56472,15.78861,518,250,4
Pragersko,46.39667,15.66,1150,250,5
Mackovec pri Dvoru,45.81861,14.96833,107,250,6
Hrastovica,45.96899,15.14739,118,250,9
Zgornji Zerjavci,46.60194,15.83806,261,250,10
Lormanje,46.56725,15.81794,170,250,28
Kuzelj,45.47732,14.81043,53,251,2
Rucmanci,46.49306,16.04222,206,251,2
Zgornja Gorica,46.42378,15.68908,114,251,4
Presladol,46.01667,15.43333,166,251,8
Dolnja Lokvica,45.67443,15.28702,83,251,21
Pesniski Dvor,46.59583,15.69028,83,251,30
Dvori,45.45917,13.93472,33,252,1
Studenice,46.30278,15.61361,145,252,2
Pisece,46.0031,15.6459,345,252,3
Strmec pri Polensaku,46.43783,15.99843,53,252,4
Prsetinci,46.49192,16.10664,181,252,12
Podsreda,46.04139,15.59056,191,252,13
Gornji Slaveci,46.81667,16.06667,451,252,14
Adrijanci,46.81833,16.24722,164,252,16
Dravski Dvor,46.46722,15.71639,648,252,16
Puce,45.475,13.72083,249,252,21
Novo Celje,46.24682,15.17588,10,252,38
Globoko,46.12444,15.20827,185,253,2
Tlake,46.24964,15.70687,311,253,3
Petrina,45.46573,14.85062,7,253,4
Lokanja Vas,46.37084,15.59945,105,253,7
Peskovci,46.80694,16.25417,86,253,8
Vaneca,46.73333,16.15,429,253,8
Trnovec pri Slovenski Bistrici,46.35639,15.65167,76,254,1
Krasna,46.30508,15.62735,80,254,2
Mihalovci,46.45379,16.16537,136,254,2
Kocno ob Loznici,46.33838,15.61161,170,254,4
Oresje nad Sevnico,46.04994,15.30104,165,254,6
Paradiz,46.32626,15.99505,213,254,9
Kozlovici,45.48801,13.82865,46,254,10
Vitomarci,46.5275,15.93944,329,254,11
Prelesje,45.96442,15.10402,116,254,12
Malna,46.617,15.78428,241,254,45
Straza,46.09649,13.95536,121,254,50
Robic,46.24439,13.51504,33,255,1
Medvedce,46.36028,15.70556,119,255,2
Brezovo,45.94647,15.34206,46,255,3
Baca pri Modreju,46.15381,13.77197,135,255,4
Buce,46.10795,15.57009,157,255,4
Zerovinci,46.48546,16.15388,263,255,4
Podova,46.43611,15.69806,307,255,4
Zadobrova,46.26581,15.30435,861,255,7
Srednje Laknice,45.93333,15.18333,32,255,11
Radehova,46.56667,15.85,201,255,17
Dolnja Tezka Voda,45.76667,15.2,212,255,19
Trnovec,45.66364,15.29256,103,255,20
Gazon,45.51889,13.70139,566,255,21
Podreber,45.66764,15.20192,63,255,22
Teharje,46.23028,15.30222,287,255,42
Spodnji Jakobski Dol,46.61512,15.74558,365,255,52
Dolnja Pocehova,46.59755,15.66431,338,255,103
Naraplje,46.32139,15.76639,90,256,2
Spodnji Porcic,46.58562,15.85051,236,256,4
Vrenska Gorca,46.09672,15.58187,191,256,6
Okoslavci,46.59778,16.02611,246,256,6
Polenci,46.46163,16.01658,210,256,17
Loka pri Zusmu,46.1575,15.51472,407,256,22
Salamenci,46.73222,16.11444,307,256,24
Nuskova,46.81211,16.03475,279,257,3
Stranska Vas,45.76454,15.15507,432,257,4
Pecke,46.33472,15.675,287,257,7
Zagorje,46.4771,16.07261,64,257,8
Vrbje,46.25,15.15,626,257,13
Stara Gora,46.55034,16.03126,72,257,18
Pesnica pri Mariboru,46.60694,15.67667,913,257,22
Ardro pri Raki,45.93115,15.39485,87,258,1
Brezula,46.43664,15.69015,248,258,2
Veliko Lipje,45.79658,14.91557,45,258,3
Mali Vrh,45.96667,15.61667,269,258,3
Movraz,45.47833,13.91889,115,258,4
Milici,45.49291,15.3588,19,258,5
Kruplivnik,46.77375,16.08574,208,258,6
Dobindol,45.71685,15.11607,115,258,8
Kozminci,46.3,15.85,135,258,10
Rocinj,46.11278,13.67,324,258,11
Ciglence,46.5,15.76667,332,258,16
Podboc,46.3024,15.59658,20,259,2
Fara,45.47667,14.87833,41,259,2
Vrhloga,46.36667,15.63333,255,259,3
Zgornja Scavnica,46.65722,15.84139,533,259,5
Gorenjci pri Adlesicih,45.51228,15.3153,51,259,8
Bruna Vas,45.95649,15.16,42,259,12
Ljubecna,46.25567,15.3243,1071,259,31
Miklavz na Dravskem Polju,46.50583,15.69722,3854,259,72
Vrtovce,45.85676,13.86797,114,260,1
Berkovci,46.75444,16.2925,49,260,2
Skoke,46.48578,15.69427,967,260,4
Slavsina,46.53425,15.98069,169,260,5
Poljcane,46.31194,15.57917,1153,260,5
Senesci,46.42747,16.09258,240,260,6
Biska Vas,45.86999,15.07156,119,260,8
Podloze,46.361,15.7464,282,260,8
Dobrovce,46.48028,15.70278,799,260,12
Makole,46.31722,15.66722,250,260,14
Gornja Stara Vas,45.93192,15.22952,18,260,17
Kuzma,46.83694,16.08333,375,260,23
Zalec,46.25151,15.16482,4943,260,64
Drenovec,46.34616,16.07155,62,261,1
Ratkovci,46.75249,16.26898,57,261,4
Rjavica,46.22361,15.65167,148,261,5
Dolsko,46.09194,14.67722,595,261,6
Gorenje Jesenice,45.96917,15.12962,111,261,9
Zahenberc,46.23853,15.72675,269,261,9
Trstenik,46.62444,15.90361,110,261,11
Zgornje Roje,46.25,15.13333,130,261,23
Placar,46.4598,15.8785,274,261,30
Lenart v Slov. Goricah,46.57611,15.83139,3006,261,41
Vosek,46.59178,15.71618,317,261,47
Zagajski Vrh,46.64403,15.90663,136,262,1
Gradisce,46.3,15.95,46,262,4
Race,46.45194,15.68139,2529,262,6
Lasigovci,46.45114,16.02057,92,262,7
Kristan Vrh,46.21758,15.58056,390,262,9
Gabrje,45.98517,15.22303,39,262,11
Pertoca,46.77944,16.02667,459,262,16
Spodnja Polskava,46.41056,15.63889,936,262,19
Arclin,46.27444,15.30306,485,262,100
Preclava,46.43067,16.03548,42,263,1
Drumlazno,46.33275,15.6242,31,263,2
Globoko ob Dravinji,46.31415,15.64424,92,263,2
Rozicki Vrh,46.59563,16.04363,244,263,2
Crni Potok,46.03062,14.84144,326,263,3
Cuber,46.49443,16.18521,73,263,4
Krajna Vas,45.76861,13.80306,113,263,4
Goce,45.82222,13.92556,185,263,11
Klopce,46.4,15.6,168,263,13
Raka,45.92972,15.38417,311,263,19
Vrbno,46.2192,15.36696,446,263,73
Brodnice,46.11375,15.27355,60,264,2
Slamna Vas,45.67189,15.32986,117,264,2
Slape,46.34376,15.76716,155,264,2
Globocice,45.85946,15.5727,94,264,4
Mala Piresica,46.27299,15.19342,75,264,10
Cigonca,46.37278,15.56639,240,264,22
,46.61728,15.64797,929,264,31
Zgornji Duplek,46.51361,15.72083,1752,264,49
Zgornji Kocjan,46.61373,16.04261,30,265,2
Lesje,46.34448,15.72099,204,265,4
Smokvica,45.49028,13.90083,38,265,7
Srebrnik,46.07696,15.6423,93,265,8
Oklukova Gora,45.97525,15.56729,67,265,9
Trstenik,46.46164,16.16255,38,265,11
Jerman Vrh,45.92373,15.31343,71,265,12
Jurovski Dol,46.60639,15.78472,385,265,12
Zepina,46.2491,15.33639,96,265,23
Hrast pri Vinici,45.48333,15.23333,141,265,29
Fuzina,45.86139,14.83222,152,265,43
Crnolica,46.20333,15.42139,48,265,46
Klecet,45.84538,14.8717,150,266,1
Zbelovo,46.3,15.53333,273,266,3
Migojnice,46.23333,15.16667,654,266,5
Dobrova,46.26502,15.26015,208,266,18
Maribor,46.55472,15.64667,95171,266,425
Noricki Vrh,46.66915,15.9847,160,267,1
Podgorci,46.42917,16.06361,530,267,3
Mali Moravscak,46.51957,16.01523,12,267,4
Dolenja Nemska Vas,45.90472,15.04264,273,267,4
Orehova Vas,46.47008,15.66856,427,267,4
Videm,46.08338,14.63632,740,267,6
Tekacevo,46.23976,15.61003,220,267,7
Komen,45.81528,13.74833,650,267,8
Grabsinci,46.5276,16.01144,75,268,2
Dolsce,45.83142,15.43196,94,268,3
Zaloska Gorica,46.26938,15.20626,43,268,4
Strug,46.336,15.69608,62,268,4
Hotinja Vas,46.46667,15.66667,1344,268,4
Rogoza,46.5,15.68333,1390,268,11
Breg pri Zagradcu,45.85824,14.85339,20,268,12
Vanetina,46.57015,15.91737,54,268,13
Bokraci,46.73251,16.19603,69,269,2
Brezova,46.28921,15.26703,229,269,5
Smolinci,46.54408,15.97089,138,269,6
Spodnje Mladetice,45.97674,15.16539,47,269,8
Gacnik,46.61667,15.7,520,269,10
Zagradec,45.86139,14.83417,113,269,11
Sele pri Polskavi,46.42311,15.63526,168,269,18
Visnja Vas,46.3,15.3,233,269,54
Drazen Vrh - Del,46.65944,15.81,161,270,4
Paunovici,45.48138,15.34541,34,270,5
Loce,46.29972,15.5,684,270,5
Bericevo,46.08333,14.61667,449,270,6
Artmanja Vas,45.87048,14.9897,26,270,8
Jareninski Dol,46.62889,15.69889,391,270,8
Kozjak nad Pesnico,46.61,15.63444,602,270,11
Smiklavz pri Skofji Vasi,46.26825,15.32778,215,270,13
Smarje,45.50139,13.71778,784,270,26
Bohova,46.5,15.66667,270,270,31
Mostecno,46.34393,15.66021,178,271,1
Zgornje Poljcane,46.3025,15.58222,885,271,1
Vranje,46.03333,15.35,104,271,4
Kapelski Vrh,46.61413,16.02819,243,271,5
Zgornji Velovlek,46.47114,15.90473,97,271,6
Kog,46.47167,16.25083,232,271,6
Sentrupert,45.97778,15.09556,329,271,16
Sempeter v Savinj. Dolini,46.25639,15.12194,2021,271,61
Sv. Florijan,46.25643,15.67692,371,272,2
Galusak,46.55,15.98333,67,272,4
Vareja,46.35891,15.92606,208,272,4
Glem,45.48778,13.78444,62,272,5
Sv. Trojica v Slov. Goricah,46.57667,15.87694,730,272,11
Mirna,45.95528,15.06194,1398,272,19
Plintovec,46.63756,15.61895,669,272,20
Vernek,46.1,14.8,50,273,1
Dovsko,46.02428,15.46356,242,273,2
Sromlje,45.98333,15.6,139,273,3
Grlice,46.22753,15.57383,217,273,9
Komarnica,46.58234,15.94446,41,273,10
Prosenisko,46.23944,15.34806,473,273,11
Dolenja Vas,46.24093,15.09494,573,273,14
Lokarje,46.23239,15.38649,109,273,15
Zgornja Kungota,46.63917,15.61556,535,273,17
Store,46.22083,15.31389,1937,273,86
Negova,46.60944,15.93889,347,274,1
Police,46.66271,15.96132,395,274,1
Zvodno,46.20944,15.2825,270,274,3
Veliki Orehek,45.77416,15.22483,95,274,4
Cerovec Stanka Vraza,46.47781,16.16422,126,274,4
Pristava,46.27482,15.33166,133,274,6
Dol pri Ljubljani,46.08805,14.64463,238,274,6
Sveti Tomaz,46.48417,16.08361,284,274,7
Stavesinski Vrh,46.61803,15.98788,151,274,8
Stare Zage,45.69961,15.08016,38,274,10
Nova Vas nad Dragonjo,45.47944,13.69583,229,274,11
Locica ob Savinji,46.26362,15.09713,825,274,18
Svetinci,46.49918,15.90123,155,274,19
Vojnik,46.29333,15.30333,2292,274,48
Slovenska Bistrica,46.39278,15.57444,7454,274,114
Doklece,46.34667,15.78222,92,275,2
Gradiske Laze,46.05163,14.86298,153,275,3
Novinci,46.53286,15.96073,206,275,3
Stanecka Vas,46.34237,15.7458,94,275,4
Zgornja Volicina,46.53333,15.78333,614,275,4
Zgornja Korena,46.524,15.77226,419,275,5
Tomacevica,45.81806,13.77361,165,275,6
Ptujska Cesta,46.63507,15.99609,225,275,8
Dolenje Jesenice,45.97222,15.13889,60,275,9
Obcice,45.71306,15.07333,65,275,10
Stopce,46.21604,15.42759,231,275,11
Slatina v Rozni Dolini,46.27854,15.24577,255,275,15
Lozane,46.56933,15.73553,105,275,26
Dragucova,46.58269,15.70067,238,275,30
Grajena,46.45889,15.84194,357,275,33
Spodnja Loznica,46.37968,15.53677,173,275,35
Gradnik,45.66831,15.24237,67,276,3
Kaplja Vas,46.23722,15.07458,294,276,3
Dolic,46.83655,16.10722,392,276,3
Zgornja Breznica,46.33686,15.57579,76,276,4
Stopno,46.34056,15.70417,87,276,4
Suhi Vrh,46.70527,16.25522,113,276,4
Zilje,45.47179,15.30063,148,276,5
Pliskovica,45.7725,13.78167,230,276,5
Vintarovci,46.48333,15.86583,362,276,8
Strekljevec,45.6725,15.21528,122,276,9
Malecnik,46.55417,15.70278,553,276,12
Gomila,45.93333,15.05,84,276,16
Ivenca,46.30259,15.3105,187,276,33
Lokrovec,46.26667,15.25,309,276,36
Spodnje Hoce,46.5,15.65,2555,276,58
Sardinje,46.43422,16.11364,121,277,1
Harje,46.1372,15.25409,131,277,2
Kajzar,46.45829,16.21977,156,277,4
Gorenje Ponikve,45.9,15.03333,105,277,6
Zgornje Laze,46.32291,15.53405,130,277,7
Gorica pri Smartnem,46.27444,15.23083,558,277,7
Velike Brusnice,45.80405,15.25772,502,277,9
Kisovec,46.13911,14.96295,1838,277,13
Latkova Vas,46.25389,15.09333,952,277,22
Dolenci,46.85222,16.28972,204,277,24
Blanca,45.98333,15.4,246,277,25
Sentrupert,46.25,15.06667,152,277,29
Stefan pri Trebnjem,45.90989,14.98648,142,278,4
Ratanska Vas,46.24848,15.63066,83,278,6
Crni Kal,45.55,13.88,207,278,60
Jankovici,45.53255,15.28279,40,279,2
Goricak,46.36539,16.06523,192,279,2
Trnovec pri Dramljah,46.25444,15.39,145,279,3
Janezovski Vrh,46.47948,15.88122,239,279,6
Reber,45.85028,14.93111,103,279,8
Trzisce,45.95889,15.19722,214,279,17
Breg pri Polzeli,46.26958,15.08763,957,279,17
Brinje,46.08969,14.5986,156,279,82
Kremberk,46.63953,15.83569,257,280,1
Spodnja Recica,46.16417,15.21528,635,280,2
Vidovica,46.18879,15.62923,64,280,3
Suhor,45.81968,15.10302,44,280,7
Videz,46.36667,15.56667,159,280,7
Slivnica pri Mariboru,46.47639,15.65583,631,280,8
Ihova,46.63139,15.90944,292,280,13
Koroska Vas,45.75,15.2,194,280,19
Velika Piresica,46.28556,15.17944,452,280,19
Doblicka Gora,45.5627,15.13747,71,281,2
Podsentjur,46.07306,14.81694,108,281,3
Dragovic,46.48984,15.96033,150,281,3
Lahovna,46.26388,15.26667,103,281,4
Gabrovica pri Komnu,45.80722,13.78111,120,281,4
Gornje Brezovo,45.99927,15.34374,57,281,10
Pozeg,46.43333,15.63333,73,281,12
Licenca,46.34444,15.52889,193,281,12
Kopriva,45.78167,13.83389,175,281,14
Gornji Petrovci,46.80528,16.2225,419,281,16
Trebnje,45.90417,15.02167,3477,281,17
Radizel,46.47444,15.65583,1698,281,18
Velike Lese,45.87484,14.80845,122,281,26
Zelezno,45.88083,14.96306,51,282,2
Sobenja Vas,45.86466,15.58655,148,282,3
Topovlje,46.27278,15.06833,111,282,6
Sesce pri Preboldu,46.23583,15.12702,421,282,7
Dole,46.24473,15.38483,165,282,8
Modric,46.14217,15.21055,17,282,9
Bolecka Vas,46.35104,15.80332,54,282,9
Gorica pri Slivnici,46.18722,15.4325,557,282,11
Polensak,46.47457,16.00309,171,282,12
Gonjace,46.01073,13.56469,172,282,17
Velika Loka,45.92889,14.96778,239,283,2
Orova Vas,46.27914,15.09234,109,283,3
Matjasevci,46.85,16.1,166,283,3
Strezetina,46.45101,16.14445,69,283,4
Njivice,46.06649,15.14768,106,283,6
Poznanovci,46.7725,16.13278,190,283,8
Jablan,45.83333,15.1,148,283,9
Senozeti,46.09139,14.73306,759,283,11
Bistrica,45.96667,15.11667,121,283,12
Gomila pri Kogu,46.47659,16.24173,152,283,12
Krka,45.88129,14.77807,242,283,12
Prebold,46.23694,15.0925,1709,283,14
Majsperk,46.35167,15.73361,637,283,18
Truske,45.49028,13.82222,53,283,23
Krmelj,45.98472,15.18944,708,283,26
Topolovec,46.26075,15.56132,20,284,1
Speharji,45.44755,15.13913,14,284,2
Spodnja Nova Vas,46.38333,15.6,215,284,3
Krnci,46.73094,16.20773,59,284,4
Laporje,46.34667,15.59472,398,284,4
Draza Vas,46.33333,15.48333,518,284,6
Mala Varnica,46.31678,15.93717,98,284,8
Skopo,45.77278,13.82278,230,284,14
Pekel,45.91763,15.00428,70,284,19
Stanosina,46.30357,15.86195,178,285,2
Zavrstnik,46.04722,14.81833,364,285,2
Podbela,46.24639,13.46083,74,285,4
Matena,45.98106,14.50087,249,285,4
Koble,46.31583,15.5025,123,285,5
Pogonik,46.08434,14.82139,8,285,6
Kocki Vrh,46.55991,15.9696,47,285,6
Libelj,45.94589,15.44272,12,285,9
Kocevske Poljane,45.72251,15.04897,85,285,10
Krizevci,46.78889,16.24694,402,285,10
Mackovci,46.78139,16.16889,213,285,15
Plitvicki Vrh,46.66113,15.92647,179,285,16
Kozje,46.075,15.56028,669,285,16
Trbovlje,46.155,15.05333,15163,285,86
Stara Cesta,46.50135,16.1286,293,286,2
Lesniski Vrh,46.43659,16.14625,44,286,4
Selo,46.72793,16.28862,265,286,6
Drbetinci,46.53503,15.93021,233,286,8
Kostanjevica na Krasu,45.845,13.64167,348,286,10
Arto,45.98721,15.36446,363,286,10
Jelence,46.63389,15.67316,209,286,12
Sestrze,46.35,15.68333,319,287,1
Lusecka Vas,46.30905,15.55605,271,287,3
Dobovec pri Rogatcu,46.21891,15.75162,283,287,6
Blatna Brezovica,45.97972,14.34778,347,287,6
Plat,46.21667,15.6,90,288,2
Andrejci,46.72196,16.22418,205,288,2
Lahomno,46.14258,15.26425,240,288,2
Zasavci,46.455,16.23139,58,288,3
Pako,45.93944,14.36778,143,288,3
Kresnice,46.10204,14.78575,745,288,3
Korenjak,46.34186,16.04442,116,288,4
Tupelce,45.8044,13.81122,57,288,6
Cirknica,46.6567,15.65459,112,288,6
Korplje,46.37919,15.51391,49,288,8
Zagorica,46.05563,14.85112,22,288,9
Zice,46.61667,15.85,261,288,9
Kukec,46.75143,16.21919,66,288,11
Grgar,45.99861,13.67389,772,288,25
Polzela,46.28333,15.06667,2380,288,31
