Kraj,X,Y,Pop,NMV,SUM
Sentpavel na Dolenjskem,45.95464,14.85928,148,348,0
Vinicka Vas,46.5515,15.76741,148,261,0
Visnjevik,46.02167,13.54028,149,191,0
Velika Dolina,45.85,15.66667,149,229,0
Jastrebci,46.44944,16.25639,149,235,0
Cesnjevek,46.26048,14.46768,149,405,0
Glogovica,45.94179,14.83504,149,311,0
Strmec pri Sv. Florijanu,46.2644,15.69867,149,392,0
Mihovica,45.86123,15.32389,149,157,0
Praprece,46.24132,14.92985,149,381,0
Studencice,46.12531,14.37116,150,566,0
Razbor,46.05893,15.26373,150,433,0
Loke,46.22306,15.00639,150,354,0
Ladra,46.23709,13.60595,150,209,0
Koprivna,46.46667,14.75,150,1274,0
Gorjuse,46.3,14.01667,150,969,0
Gorenje Karteljevo,45.86667,15.15,150,433,0
Drenovec,45.4644,15.24024,150,202,0
Podreber,46.06402,14.33009,150,451,0
Smolnik,46.07759,14.28214,150,733,0
Dragovic,46.48984,15.96033,150,281,0
Osevek,46.23742,14.63037,150,437,0
Vuzmetinci,46.46516,16.22927,150,238,0
Stenica,46.37373,15.31051,150,817,0
Klecet,45.84538,14.8717,150,266,0
Radenski Vrh,46.62312,16.02595,150,294,0
Piresica,46.34473,15.16152,150,378,0
Zeje pri Komendi,46.19079,14.52662,150,340,0
Zebnik,46.06029,15.14621,151,391,0
Veliki Slatnik,45.79232,15.22622,151,227,0
Smartno,46.25,14.51667,151,442,0
Prezganje,46.02422,14.73126,151,643,0
Presnica,45.57056,13.93778,151,456,0
Koritnice,45.62045,14.33257,151,971,0
Kal-Koritnica,46.3375,13.58417,151,478,0
Jurski Vrh,46.64722,15.56889,151,300,0
Godeninci,46.42472,16.26639,151,212,0
Dolnje Lozine,45.68722,14.81111,151,477,0
Borst,45.88333,15.55,151,146,0
Pavlovski Vrh,46.44018,16.18236,151,288,0
Breze,45.76288,14.70472,151,512,0
Trnovlje pri Socki,46.34448,15.28799,151,378,0
Stavesinski Vrh,46.61803,15.98788,151,274,0
Trnovec,46.1,14.35,152,549,0
Trnovci,46.50222,16.04222,152,240,0
Sentrupert,46.25,15.06667,152,277,0
Mala Ligojna,45.9929,14.30827,152,295,0
Gruskovec,46.33333,16.01667,152,291,0
Fuzina,45.86139,14.83222,152,265,0
Gomila pri Kogu,46.47659,16.24173,152,283,0
Malkovec,45.95061,15.21115,152,411,0
Nova Gora nad Slov. Bistrico,46.41261,15.54381,152,521,0
Lokovica,46.55429,14.84523,152,505,0
Vrhnika pri Lozu,45.70797,14.52708,153,1100,0
Temnica,45.84667,13.6775,153,400,0
Soca,46.33236,13.68848,153,619,0
Pregara,45.44389,13.87028,153,454,0
Podlonk,46.2325,14.1275,153,716,0
Javorje,46.45833,14.93194,153,1143,0
Trobni Dol,46.13806,15.35389,153,600,0
Blatnik pri Crnomlju,45.56396,15.15694,153,164,0
Podklanc,46.57268,15.01677,153,439,0
Podbukovje,45.86771,14.78192,153,463,0
Tovsto,46.16881,15.24914,153,371,0
Spodnje Krase,46.28594,14.90815,153,362,0
Orehovica,45.78964,13.96552,153,201,0
Breznica,46.55822,14.9084,153,680,0
Gradiske Laze,46.05163,14.86298,153,275,0
Pesnica,46.6385,15.5582,153,396,0
Vrh,46.24168,15.4979,153,333,0
Predgrize,45.92861,14.06028,154,677,0
Hrastovlje,45.51222,13.89972,154,158,0
Gornja Lokvica,45.66667,15.26667,154,243,0
Drensko Rebro,46.11149,15.53246,154,458,0
Bate,46.03036,13.70507,154,720,0
Biljana,45.99361,13.53557,154,130,0
Vino,45.93953,14.5992,154,389,0
Loznica,46.33333,15.65,155,305,0
Sv. Ana v Slov. Goricah,46.64917,15.84417,155,349,0
Okroglo,46.26213,14.31423,155,412,0
Livek,46.20444,13.60222,155,702,0
Kebelj,46.40488,15.45579,155,633,0
Jereslavec,45.93333,15.7,155,149,0
Gorenje Kamence,45.83333,15.15,155,232,0
Svetinci,46.49918,15.90123,155,274,0
Dobrova pri Dravogradu,46.57855,15.0103,155,450,0
Plesivica pri Zalni,45.92111,14.7087,155,460,0
Slape,46.34376,15.76716,155,264,0
Jursce,45.66613,14.29613,155,705,0
Klokocovnik,46.29712,15.4732,155,369,0
Skalske Cirkovce,46.39799,15.13118,155,673,0
Pondor,46.24229,14.99862,155,307,0
Oresje,45.88343,15.26652,155,304,0
Trnovski Vrh,46.50735,15.87195,155,285,0
Zgornje Hlapje,46.64725,15.72684,156,317,0
Strahomer,45.94417,14.48944,156,310,0
Prem,45.60479,14.18344,156,473,0
Motvarjevci,46.70694,16.35,156,204,0
Landol,45.79222,14.13278,156,544,0
Blatno,45.984,15.62278,156,248,0
Brinje,46.08969,14.5986,156,279,0
Kajzar,46.45829,16.21977,156,277,0
Brestovec,46.21431,15.62681,156,254,0
Kresnica,46.67202,15.63162,156,391,0
Doropolje,46.07998,15.41596,156,821,0
Hajnsko,46.20933,15.59067,156,217,0
Radomerscak,46.49626,16.17108,156,269,0
Dolenja Brezovica,45.83296,15.34183,156,204,0
Zgornji Leskovec,46.33028,15.93694,157,222,0
Veliki Otok,45.78297,14.19914,157,541,0
Sela na Krasu,45.82139,13.61639,157,227,0
Kraljevci,46.56667,16,157,224,0
Buce,46.10795,15.57009,157,255,0
Brezovica,46.3,14.21667,157,487,0
Dolje,46.19531,13.71291,157,218,0
Lokavci,46.61876,15.92648,157,264,0
Gorenja Vas,46.08615,13.62116,157,236,0
Za Kalvarijo,46.57164,15.64031,157,335,0
Sv. Andrej,46.13097,14.29855,157,584,0
Gornja Vas,46.22409,15.47756,157,317,0
Predenca,46.22167,15.52152,157,327,0
Smihel nad Mozirjem,46.38333,14.95,158,745,0
Lobnica,46.51667,15.51667,158,830,0
Kozjak pri Cersaku,46.69875,15.68675,158,294,0
Dolnje Brezovo,45.99611,15.36722,158,194,0
Cerina,45.87875,15.60741,158,222,0
Cesenik,46.16586,14.63642,158,335,0
Gorjusa,46.13457,14.63154,158,311,0
Rotman,46.48075,15.98364,158,287,0
Pecine,46.12367,13.8325,158,620,0
Senbric,46.38059,15.1326,158,548,0
Zgornja Dobrava,46.31264,14.20703,159,520,0
Videz,46.36667,15.56667,159,280,0
Pletovarje,46.28748,15.42865,159,345,0
Kot na Pohorju,46.43333,15.43333,159,1049,0
Javornik,46.19167,15.32972,159,530,0
Zagorica nad Kamnikom,46.26102,14.59888,159,466,0
Sremic,45.98068,15.49328,159,444,0
Zabrdje,45.93955,15.06663,159,279,0
Vizore,46.31959,15.2661,159,318,0
Loska Gora pri Zrecah,46.39202,15.3633,159,632,0
Dobrovlje,46.2929,14.99111,159,756,0
Dolane,46.36518,15.99935,159,210,0
Oceslavci,46.60665,16.00245,159,235,0
Vintarjevec,46.01667,14.83333,160,349,0
Topol pri Medvodah,46.1,14.38333,160,701,0
Sela pri Smarju,45.95891,14.62199,160,355,0
Litmerk,46.43511,16.15797,160,289,0
Libeliska Gora,46.6,14.95,160,885,0
Caca Vas,46.26667,15.61667,160,448,0
Bukovje pri Slivnici,46.16467,15.45069,160,392,0
Podgrad,46.68167,15.97222,160,210,0
Noricki Vrh,46.66915,15.9847,160,267,0
Janskovo Selo,46.3477,15.19205,160,741,0
Rifnik,46.20024,15.40494,161,466,0
Rasica,46.13333,14.51667,161,448,0
Rakitnik,45.74694,14.19417,161,525,0
Drazen Vrh - Del,46.65944,15.81,161,270,0
Slogonsko,45.95232,15.7012,161,158,0
Rifengozd,46.19071,15.24891,161,473,0
Precetinci,46.53565,16.08628,161,232,0
Kamence,46.27038,15.04136,161,290,0
Stanetinci,46.55427,15.93991,161,263,0
Ljubgojna,46.02242,14.28448,161,417,0
Sadinja Vas pri Dvoru,45.82792,14.97504,161,309,0
Zelen Breg,46.57978,14.93545,162,710,0
Zbure,45.90556,15.24306,162,194,0
Tolsti Vrh pri Mislinji,46.43333,15.21667,162,731,0
Podgorje,45.52917,13.95278,162,521,0
Mala Bukovica,45.53167,14.24111,162,420,0
Loka pri Framu,46.45,15.6,162,446,0
Frajhajm,46.48333,15.51667,162,984,0
Predmost,46.11191,14.18048,162,499,0
Spodnje Blato,45.95611,14.68835,162,381,0
Kursinci,46.52736,16.06999,162,200,0
Svibno,46.06556,15.09722,163,565,0
Sobetinci,46.40416,15.96748,163,215,0
Lipa pri Frankolovem,46.35061,15.30629,163,592,0
Dolenja Vas,45.73361,14.01278,163,531,0
Bodesce,46.34711,14.14254,163,487,0
Straznji Vrh,45.57806,15.13509,163,414,0
Veliki Vrh pri Litiji,46.06381,14.79538,163,506,0
Kacji Dol,46.2335,15.58723,163,295,0
Dolenja Stara Vas,45.83837,15.35407,163,186,0
Brecljevo,46.21769,15.5298,163,318,0
Lazise,46.12048,15.37892,163,477,0
Gorca,46.342,15.85203,163,325,0
Breg pri Komendi,46.20318,14.51603,163,348,0
Strukovci,46.71667,16.07028,164,212,0
Bukovje,45.81778,14.13278,164,588,0
Brezni Vrh,46.63333,15.32417,164,650,0
Adrijanci,46.81833,16.24722,164,252,0
Dolic,46.48453,15.88886,164,299,0
Vrbica,45.54682,14.28825,164,455,0
Mrcna Sela,46.05254,15.51606,164,495,0
Vogricevci,46.51765,16.1165,164,198,0
Murscak,46.59188,16.06396,164,270,0
Velike Rodne,46.22715,15.62353,164,345,0
Krivica,46.12412,15.49458,164,431,0
Stranje,46.22071,15.56328,164,259,0
Podgorje,46.36028,15.075,164,470,0
Sklendrovec,46.09907,15.01131,164,468,0
Cadramska Vas,46.30917,15.56792,164,302,0
Stara Gora,45.935,13.67528,165,133,0
Ravne pri Cerknem,46.12361,13.95528,165,704,0
Orlek,45.69028,13.84389,165,354,0
Malo Trebeljevo,46.01667,14.73333,165,555,0
Brise pri Polhovem Gradcu,46.05,14.3,165,404,0
Debro,46.18315,15.22137,165,580,0
Zabljek,46.34861,15.56028,165,294,0
Tomacevica,45.81806,13.77361,165,275,0
Nunska Graba,46.50002,16.23185,165,207,0
Oresje nad Sevnico,46.04994,15.30104,165,254,0
Dole,46.24473,15.38483,165,282,0
Soteska,45.78522,15.02257,165,428,0
Zibrse,45.93667,14.17611,166,698,0
Svecina,46.66889,15.58861,166,306,0
Sovodenj,46.08639,14.04361,166,703,0
Senturska Gora,46.25889,14.54639,166,663,0
Presladol,46.01667,15.43333,166,251,0
Matjasevci,46.85,16.1,166,283,0
Gaberje,45.83917,13.88556,166,189,0
Malo Hudo,45.94245,14.78819,166,396,0
Voduce,46.16251,15.42723,166,399,0
Raceva,46.02894,14.15313,166,581,0
Preloge pri Konjicah,46.34787,15.39717,166,418,0
Zgornja Sorica,46.21889,14.03028,167,831,0
Vrhole pri Laporju,46.32479,15.61947,167,317,0
Tirna,46.1,14.9,167,544,0
Straza pri Raki,45.92159,15.41215,167,220,0
Miklavz pri Taboru,46.21197,15.02808,167,732,0
Lokavec,46.09776,15.24284,167,288,0
Dol-Suha,46.33333,14.91667,167,388,0
Cinzat,46.53333,15.43333,167,468,0
Gmajna,45.89902,15.35606,167,158,0
Reka,46.15405,15.27584,167,410,0
Ladja,46.14535,14.39568,167,325,0
Obrezje,46.07,15.18957,167,333,0
Zgornja Lipnica,46.32525,14.17753,168,537,0
Motnik,46.21528,14.89111,168,492,0
Mele,46.66194,16.02083,168,214,0
Klopce,46.4,15.6,168,263,0
Branoslavci,46.52208,16.13186,168,183,0
Mrzlava Vas,45.87741,15.58068,168,203,0
Placerovci,46.39644,16.0286,168,202,0
Triban,45.52505,13.7578,168,81,0
Grabrovec,45.67545,15.30628,168,321,0
Zagaj pod Bocem,46.25441,15.60768,168,293,0
Sele pri Polskavi,46.42311,15.63526,168,269,0
Male Dole,46.30847,15.33966,168,360,0
Vinska Gorica,46.33051,15.23315,168,515,0
Crni Vrh,46.22141,14.98329,168,435,0
Cerovica,46.03777,14.8922,168,321,0
Zgornja Kapla,46.63889,15.3775,169,727,0
Zazar,46.00917,14.25806,169,448,0
Locica pri Vranskem,46.22611,14.94861,169,399,0
Lesicno,46.1025,15.51417,169,309,0
Javnik,46.6,15.36667,169,850,0
Goricica pod Krimom,45.95194,14.37972,169,292,0
Beznovci,46.73222,16.07167,169,233,0
Slavsina,46.53425,15.98069,169,260,0
Laze pri Dramljah,46.26926,15.38704,169,308,0
Brezovi Dol,45.82526,14.84636,169,386,0
Hrenova,46.31188,15.26383,169,327,0
Jurka Vas,45.77966,15.09299,169,196,0
Srednja Kanomlja,46.01667,13.98333,170,415,0
Polje,46.24823,13.88646,170,1297,0
Padna,45.49389,13.68472,170,73,0
Kalce-Naklo,45.88333,15.45,170,150,0
Ivanjsevski Vrh,46.62083,15.96389,170,221,0
Dobovec,46.11306,15.05722,170,651,0
Borst,45.48556,13.80083,170,348,0
Belca,46.47833,13.915,170,860,0
Otoce,46.31194,14.23333,170,396,0
Trska Gora,45.96112,15.47671,170,339,0
Lormanje,46.56725,15.81794,170,250,0
Pekel,46.58776,15.6763,170,332,0
Kocno ob Loznici,46.33838,15.61161,170,254,0
Razbor,46.26652,15.41334,170,311,0
Zgornje Prebukovje,46.43278,15.54889,171,638,0
Potov Vrh,45.80771,15.2295,171,241,0
Polensak,46.47457,16.00309,171,282,0
Libna,45.96028,15.5175,171,198,0
Gorenje Skopice,45.9044,15.55033,171,150,0
Kosise,46.23912,14.59379,171,412,0
Stegne,46.12986,14.69913,171,370,0
Lastnic,46.07964,15.60282,171,327,0
Marija Dobje,46.27628,15.36377,171,305,0
Studenec,45.96667,15.35,172,386,0
Racice,45.515,14.16417,172,598,0
Primoz pri Ljubnem,46.36667,14.83333,172,604,0
Pretrez,46.35,15.63333,172,322,0
Destrnik,46.49254,15.87893,172,348,0
Gonjace,46.01073,13.56469,172,282,0
Srednje,46.57821,15.55503,172,504,0
Ostrog,45.86061,15.38327,172,154,0
Zupetinci,46.54435,15.95973,172,259,0
Smartno na Pohorju,46.44417,15.53944,173,765,0
Slivnisko Pohorje,46.48935,15.564,173,689,0
Ostrc,45.83333,15.45,173,329,0
Nomenj,46.2862,14.03595,173,721,0
Lipoglav,46.28333,15.5,173,333,0
Gorenje,46.34694,15.00861,173,348,0
Fiksinci,46.78488,16.00049,173,335,0
Brode,46.13333,14.25,173,429,0
Srgasi,45.50917,13.69361,173,171,0
Boben,46.16077,15.08445,173,376,0
Spodnja Loznica,46.37968,15.53677,173,275,0
Visevek,45.69639,14.49083,174,581,0
Pleterje,45.96667,15.53333,174,236,0
Osp,45.56833,13.86472,174,202,0
Nadlesk,45.6818,14.44168,174,839,0
Jurovci,46.36667,15.86667,174,225,0
Javor,46.02167,14.68083,174,596,0
Armesko,46.01191,15.49119,174,246,0
Andrenci,46.54922,15.9508,174,249,0
Gojace,45.9025,13.79556,174,179,0
Draga,45.93955,14.547,174,358,0
Slamnjak,46.4935,16.21127,174,211,0
Zigrski Vrh,46.00826,15.35573,174,303,0
Lacna Gora,46.39965,15.44734,174,567,0
Spodnje Stranice,46.35302,15.34283,174,607,0
Sulinci,46.83,16.19667,175,310,0
Spodnje Vrtice,46.65316,15.62495,175,285,0
Spodnja Lipnica,46.31667,14.16667,175,640,0
Kopriva,45.78167,13.83389,175,281,0
Gederovci,46.68361,16.0525,175,200,0
Rigonce,45.89167,15.68333,175,140,0
Trzisce,46.23111,15.65111,175,228,0
Zgornji Obrez,45.93898,15.56429,175,159,0
Premancan,45.58468,13.77166,175,112,0
Binkelj,46.17481,14.2965,175,371,0
Smatevz,46.25904,15.03539,175,299,0
Mali Brebrovnik,46.45972,16.1836,175,296,0
Gubno,46.11667,15.51667,176,394,0
Ciginj,46.16248,13.69851,176,589,0
Slivice,45.80762,14.29844,176,581,0
Locki Vrh,46.50387,15.88437,176,320,0
Jelarji,45.58012,13.78646,176,176,0
Javorje,46.17426,15.45756,176,475,0
Grenc,46.17696,14.31765,176,353,0
Ziberci,46.69874,15.85673,176,222,0
Volavlje,46.03389,14.71722,177,645,0
Temenica,45.97192,14.88864,177,376,0
Runec,46.46361,16.13,177,316,0
Lucine,46.06667,14.2,177,726,0
Grcarice,45.65111,14.75472,177,521,0
Zakriz,46.13667,13.97278,178,568,0
Visnje,45.87056,14.02833,178,750,0
Trdkova,46.85327,16.12767,178,352,0
Tinjan,45.56222,13.835,178,337,0
Stahovica,46.27683,14.61719,178,590,0
Prosenjakovci,46.74083,16.3175,178,232,0
Pomjan,45.50056,13.75556,178,291,0
Podgora,46.1,14.11667,178,462,0
Mostecno,46.34393,15.66021,178,271,0
Klenik,45.6789,14.22112,178,551,0
Sveti Jernej,46.31667,15.51667,178,319,0
Bukovica,46.2,14.25,178,417,0
Buc,46.21918,14.71953,178,473,0
Stanosina,46.30357,15.86195,178,285,0
Ponikve,46.13778,13.81694,179,682,0
Plitvicki Vrh,46.66113,15.92647,179,285,0
Kubed,45.52306,13.87139,179,188,0
Dvorska Vas,46.36667,14.2,179,548,0
Dednja Vas,45.98724,15.63985,179,194,0
Bukovo,46.15417,13.90333,179,713,0
Poreber,46.23964,14.66446,179,519,0
Spodnje Praprece,46.16088,14.69102,179,330,0
Studeno,46.21925,14.18072,179,516,0
Gabrje pri Sticni,45.9625,14.80553,179,477,0
Srednja Vas pri Polh. Grad.,46.05408,14.32641,179,431,0
Radohova Vas,45.94417,14.8625,180,318,0
Sedraz,46.1433,15.17734,180,395,0
Ojstro,46.15578,15.06859,180,509,0
Dolena,46.32884,15.81062,180,314,0
Zapotok,45.76083,14.67278,181,565,0
Zabukovje nad Sevnico,46.055,15.3675,181,535,0
Rozengrunt,46.67407,15.81825,181,337,0
Kustanovci,46.77833,16.19667,181,325,0
Korovci,46.73083,16.00472,181,228,0
Frankovci,46.39833,16.20417,181,185,0
Donacka Gora,46.25832,15.7346,181,455,0
Puzevci,46.7125,16.08611,181,210,0
Lutrsko Selo,45.84795,15.23655,181,197,0
Prsetinci,46.49192,16.10664,181,252,0
Okoska Gora,46.39402,15.48276,181,444,0
Stanjevci,46.81,16.18722,182,347,0
Sratovci,46.65306,16.03,182,199,0
Recenjak,46.53333,15.35,182,605,0
Policka Vas,46.66134,15.69744,182,311,0
Podhosta,45.76111,15.03139,182,179,0
Kobjeglava,45.8175,13.80583,182,312,0
Dobric,46.31926,15.06778,182,349,0
Tevce,46.14333,15.28739,182,315,0
Vedrijan,46.01561,13.54534,182,236,0
Babna Gora,46.061,14.36686,182,421,0
Gorjane,46.04071,15.56193,182,448,0
Zalog pri Moravcah,46.14059,14.75582,182,403,0
Zurkov Dol,46.02409,15.33413,182,250,0
Radovlja,45.89663,15.23657,182,210,0
Stalcerji,45.57028,14.87222,183,526,0
Predanovci,46.69639,16.12611,183,198,0
Lehen na Pohorju,46.55,15.31667,183,542,0
Statenberg,46.32743,15.65544,183,312,0
Metni Vrh,46.04091,15.31289,183,510,0
Bodrez,46.216,15.47403,183,351,0
Podgora,45.80874,15.10131,183,175,0
Trska Gora,45.8424,15.18225,184,337,0
Mala Racna,45.89861,14.69583,184,343,0
Vinji Vrh,45.8772,15.28133,184,294,0
Preski Vrh,46.52758,14.97126,184,502,0
Srpenica,46.29167,13.49876,185,366,0
Spitalic,46.2175,14.84444,185,513,0
Skomarje,46.41251,15.34202,185,941,0
Markisavci,46.68417,16.16861,185,191,0
Kazlje,45.76167,13.9075,185,345,0
Goce,45.82222,13.92556,185,263,0
Florjan pri Gornjem Gradu,46.31667,14.81667,185,764,0
Buncani,46.59278,16.14028,185,184,0
Tepe,46.07972,14.9425,185,568,0
Gracisce,45.505,13.87694,185,330,0
Smast,46.23365,13.61464,185,245,0
Globoko,46.12444,15.20827,185,253,0
Drvanja,46.63082,15.88622,185,269,0
Zgornje Jablane,46.39535,15.70953,185,242,0
Policki Vrh,46.65593,15.68733,185,301,0
Vukovski Vrh,46.6287,15.70865,185,316,0
Zibika,46.19389,15.55722,186,242,0
Smarje,45.84917,13.85333,186,240,0
Plesivica,45.99944,14.40056,186,334,0
Lukovec,45.99317,15.3079,186,305,0
Koritno,46.40568,15.43268,186,703,0
Javorje,46.16067,14.1966,186,563,0
Doblice,45.55547,15.14388,186,148,0
Mekinje nad Sticno,45.96389,14.81306,186,463,0
Setnik,46.0569,14.26647,186,645,0
Hrastulje,45.911,15.29623,186,205,0
Koracice,46.49073,16.08419,186,239,0
Nizka,46.31492,14.9164,186,362,0
Salinci,46.54833,16.17528,187,178,0
Rove,46.16017,14.98298,187,527,0
Radomerje,46.50417,16.185,187,188,0
Nasova,46.66667,15.88333,187,286,0
Kokarje,46.3,14.95,187,517,0
Dragonja Vas,46.38806,15.7275,187,240,0
Strazica,46.33083,15.31639,187,320,0
Prevalje pod Krimom,45.95556,14.39278,187,344,0
Mala Loka,46.10824,14.60819,187,283,0
Ivenca,46.30259,15.3105,187,276,0
Orehovlje,46.26624,14.39224,187,423,0
Levpa,46.09083,13.70333,188,455,0
Leskovec,46.25,15.31667,188,248,0
Dob pri Sentvidu,45.93222,14.86167,188,313,0
Brestovica pri Komnu,45.81583,13.6275,188,86,0
Prihova,46.32556,14.94833,188,360,0
Bereca Vas,45.68423,15.27375,188,303,0
Turjak,45.87889,14.61528,189,551,0
Praprotna Polica,46.24759,14.44994,189,405,0
Hramse,46.31247,15.19201,189,484,0
Zagojici,46.40306,15.98111,189,216,0
Kobdilj,45.81639,13.85306,189,304,0
Zagradec pri Grosupljem,45.92194,14.68805,189,341,0
Markovo,46.23766,14.67266,189,492,0
Tenetise,46.06102,14.86214,189,327,0
Tabor,45.87459,13.74794,189,86,0
Zagorje,46.08389,15.48306,190,403,0
Spodnji Dolic,46.405,15.25028,190,694,0
Spodnji Boc,46.58333,15.5,190,727,0
Smihel pod Nanosom,45.79639,14.12056,190,573,0
Razdrto,45.75639,14.05833,190,577,0
Poznanovci,46.7725,16.13278,190,283,0
Kamnje,45.89972,13.83333,190,236,0
Bratislavci,46.48333,16.01667,190,279,0
Ponovice,46.0766,14.85548,190,408,0
Slap,46.37013,14.31817,190,591,0
Salovci,46.425,16.22583,191,221,0
Podsreda,46.04139,15.59056,191,252,0
Podgorje,46.7,15.81667,191,344,0
Lopersice,46.4,16.2,191,186,0
Kotredez,46.15804,14.99641,191,416,0
Kostrivnica,46.15738,15.38937,191,426,0
Vrenska Gorca,46.09672,15.58187,191,256,0
Nova Vas pri Lescah,46.35783,14.18255,191,511,0
Silova,46.32603,15.1215,191,378,0
Stranice,46.36361,15.36528,192,452,0
Sentanel,46.56667,14.88333,192,616,0
Pristava,46.33835,15.9781,192,240,0
Ogljensak,46.43435,15.60174,192,323,0
Lesane,46.66417,15.8975,192,269,0
Brezovec,46.35,16.02944,192,308,0
Bodovlje,46.15,14.3,192,440,0
Dvor,46.23845,15.50696,192,239,0
Goricak,46.36539,16.06523,192,279,0
Velika Bukovica,45.54583,14.22389,193,481,0
Strazgonjca,46.4,15.68333,193,245,0
Mlescevo,45.93108,14.79893,193,331,0
Mala Mislinja,46.46568,15.20016,193,1000,0
Licenca,46.34444,15.52889,193,281,0
Hrenovice,45.78,14.13194,193,566,0
Polana,46.085,15.28556,193,524,0
Bisecki Vrh,46.51556,15.87361,193,302,0
Crna pri Kamniku,46.27049,14.62464,193,767,0
Zgornje Grusovlje,46.275,15.11,194,282,0
Zagon,45.79333,14.17639,194,545,0
Stopnik,46.26667,14.98333,194,444,0
Sela,46.38163,15.82945,194,228,0
Ribce,46.1,14.76667,194,302,0
Koroska Vas,45.75,15.2,194,280,0
Globoka,46.51667,16.25,194,171,0
Dole pri Krascah,46.1413,14.71692,194,381,0
Trebija,46.09806,14.10278,194,487,0
Grobelce,46.18744,15.47575,194,407,0
Pregarje,45.57778,14.13583,195,693,0
Podpeca,46.48333,14.81667,195,924,0
Orla Vas,46.26188,15.07714,195,282,0
Lozice,45.7825,13.99778,195,226,0
Dolina,46.74333,16.18028,195,329,0
Sv. Ema,46.17768,15.60553,195,230,0
Planina na Pohorju,46.42547,15.39252,195,1057,0
Vipavski Kriz,45.88222,13.86222,196,149,0
Mlajtinci,46.66667,16.23333,196,180,0
Krasinec,45.58333,15.28333,196,148,0
Jereka,46.29333,13.96306,196,603,0
Breginj,46.26472,13.42778,196,624,0
Slatinski Dol,46.66033,15.58762,196,362,0
Belovo,46.14499,15.16323,196,405,0
Lesnica,46.43704,16.13282,196,208,0
Somat,46.66807,15.73784,196,298,0
Koseze,46.16984,14.52556,196,347,0
Dolenje Ponikve,45.88806,15.04142,196,314,0
Loznica,46.33673,15.09745,196,336,0
Podgora,46.31667,15.05,197,309,0
Oslusevci,46.41306,16.05139,197,202,0
Mozelj,45.58639,14.93333,197,486,0
Mala Slevica,45.80972,14.62778,197,590,0
Dobrava pri Skocjanu,45.87452,15.31872,197,159,0
Dobrova,46.05506,15.4483,197,657,0
Spodnje Grusovje,46.34763,15.49531,197,289,0
Obrov,45.5425,14.08694,198,580,0
Golavabuka,46.48701,15.15821,198,859,0
Drtija,46.13333,14.76667,198,411,0
Devina,46.41111,15.57556,198,337,0
Sentvid pri Grobelnem,46.22525,15.46053,198,272,0
Ravne pri Zdolah,45.99066,15.5411,198,347,0
Gabrovnik,46.35404,15.44282,198,337,0
Dolenja Dobrava,46.10085,14.15748,198,462,0
Smartno,46.00422,13.55052,199,214,0
Orehek,45.74833,14.14972,199,583,0
Okonina,46.33333,14.86667,199,502,0
Malo Mlacevo,45.93076,14.66717,199,372,0
Banovci,46.5725,16.1675,199,180,0
